source,model_name,thinking_mode,thinking_level,thinking_budget,run_dir,total_turns,counted_turns,skipped_turns_missing_planned_actions,malformed_lines,total_actions,fire_actions,fire_percent,left_actions,left_percent,right_actions,right_percent
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_001,133,133,0,0,300,297,99.0,15,5.0,29,9.666666666666666
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_002,103,103,0,0,300,290,96.66666666666667,5,1.6666666666666667,34,11.333333333333334
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_003,124,124,0,0,300,266,88.66666666666667,50,16.666666666666668,69,23.0
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_004,135,135,0,0,300,289,96.33333333333333,17,5.666666666666667,17,5.666666666666667
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_005,121,121,0,0,302,293,97.01986754966887,14,4.635761589403973,5,1.6556291390728477
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_006,112,112,0,0,300,275,91.66666666666667,28,9.333333333333334,143,47.666666666666664
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_007,119,119,0,0,300,292,97.33333333333333,15,5.0,50,16.666666666666668
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_008,145,145,0,0,300,291,97.0,14,4.666666666666667,46,15.333333333333334
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_009,119,119,0,0,303,291,96.03960396039604,69,22.77227722772277,74,24.422442244224424
runs/riverraid,zai-org/glm-5.1,off,none,none,/home/hal-mingjiahuo/AtariBench/runs/riverraid/zai-org-glm-5.1/0420_043256_cfg_001_run_010,127,127,0,0,302,293,97.01986754966887,22,7.28476821192053,123,40.728476821192054
