source,game,model_name,prompt_mode,context_cache,thinking_mode,thinking_level,thinking_budget,frames_per_action,run_dir,total_turns,counted_turns,skipped_turns_missing_planned_actions,malformed_lines,total_actions,horizontal_actions,vertical_actions,fire_actions,noop_actions,unclassified_actions,horizontal_percent,vertical_percent,fire_percent,noop_percent,unclassified_percent
structured_history/claude,air_raid,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-opus-4-6/xm_air_raid_anthropic-claude-opus-4-6_low_5_2,90,90,0,0,301,254,0,248,0,0,84.38538205980066,0.0,82.39202657807309,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-opus-4-6/xm_air_raid_anthropic-claude-opus-4-6_low_6_2,81,81,0,0,305,239,0,145,23,0,78.36065573770492,0.0,47.540983606557376,7.540983606557377,0.0
structured_history/claude,air_raid,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-opus-4-6/xm_air_raid_anthropic-claude-opus-4-6_low_7_2,80,80,0,0,302,274,0,173,0,0,90.72847682119205,0.0,57.28476821192053,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-opus-4-6/xm_air_raid_anthropic-claude-opus-4-6_low_8_2,86,86,0,0,302,240,0,145,0,0,79.47019867549669,0.0,48.01324503311258,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-opus-4-6/xm_air_raid_anthropic-claude-opus-4-6_low_9_2,83,83,0,0,302,273,0,161,0,0,90.39735099337749,0.0,53.311258278145694,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_0_2,101,101,0,0,302,236,0,297,0,0,78.1456953642384,0.0,98.34437086092716,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_1,101,101,0,0,300,244,0,286,0,0,81.33333333333333,0.0,95.33333333333333,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_2,100,100,0,0,300,252,0,293,0,0,84.0,0.0,97.66666666666667,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_3,99,99,0,0,303,251,0,241,3,0,82.83828382838284,0.0,79.53795379537954,0.9900990099009901,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_4,100,100,0,0,300,213,0,287,5,0,71.0,0.0,95.66666666666667,1.6666666666666667,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_5,100,100,0,0,301,243,0,284,0,0,80.73089700996678,0.0,94.35215946843854,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_6,100,100,0,0,300,246,0,297,0,0,82.0,0.0,99.0,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_7,100,100,0,0,300,235,0,294,3,0,78.33333333333333,0.0,98.0,1.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_8,100,100,0,0,300,241,0,299,0,0,80.33333333333333,0.0,99.66666666666667,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_high_9,100,100,0,0,300,250,0,287,0,0,83.33333333333333,0.0,95.66666666666667,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_0_2,99,99,0,0,300,276,0,295,0,0,92.0,0.0,98.33333333333333,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_1,99,99,0,0,300,245,0,284,7,0,81.66666666666667,0.0,94.66666666666667,2.3333333333333335,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_2,100,100,0,0,302,275,0,293,3,0,91.05960264900662,0.0,97.01986754966887,0.9933774834437086,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_3,96,96,0,0,303,292,0,299,1,0,96.36963696369637,0.0,98.67986798679868,0.33003300330033003,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_4,100,100,0,0,300,289,0,275,0,0,96.33333333333333,0.0,91.66666666666667,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_5,98,98,0,0,302,277,0,297,2,0,91.72185430463576,0.0,98.34437086092716,0.6622516556291391,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_6,100,100,0,0,300,265,0,296,0,0,88.33333333333333,0.0,98.66666666666667,0.0,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_7,100,100,0,0,300,260,0,296,1,0,86.66666666666667,0.0,98.66666666666667,0.3333333333333333,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_8,100,100,0,0,305,206,0,258,42,0,67.54098360655738,0.0,84.59016393442623,13.770491803278688,0.0
structured_history/claude,air_raid,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/air_raid/anthropic-claude-sonnet-4-6/xm_air_raid_anthropic-claude-sonnet-4-6_low_9,99,99,0,0,300,292,0,293,0,0,97.33333333333333,0.0,97.66666666666667,0.0,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_0_2,60,60,0,0,300,97,100,100,103,0,32.333333333333336,33.333333333333336,33.333333333333336,34.333333333333336,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_1_2,60,60,0,0,300,85,110,110,105,0,28.333333333333332,36.666666666666664,36.666666666666664,35.0,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_2_2,60,60,0,0,300,97,119,119,84,0,32.333333333333336,39.666666666666664,39.666666666666664,28.0,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_3_2,62,62,0,0,300,93,110,110,97,0,31.0,36.666666666666664,36.666666666666664,32.333333333333336,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_4_2,61,61,0,0,300,95,121,121,84,0,31.666666666666668,40.333333333333336,40.333333333333336,28.0,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_5_2,60,60,0,0,300,97,112,112,91,0,32.333333333333336,37.333333333333336,37.333333333333336,30.333333333333332,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_6_2,60,60,0,0,304,66,120,120,118,0,21.710526315789473,39.473684210526315,39.473684210526315,38.81578947368421,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_7_2,61,61,0,0,300,92,110,110,98,0,30.666666666666668,36.666666666666664,36.666666666666664,32.666666666666664,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_8_2,60,60,0,0,300,83,110,110,107,0,27.666666666666668,36.666666666666664,36.666666666666664,35.666666666666664,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_high_9_2,60,60,0,0,303,86,112,112,105,0,28.382838283828384,36.96369636963696,36.96369636963696,34.65346534653465,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_0_2,67,67,0,0,305,41,160,160,104,0,13.442622950819672,52.459016393442624,52.459016393442624,34.09836065573771,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_1_2,81,81,0,0,302,32,156,156,114,0,10.596026490066226,51.65562913907285,51.65562913907285,37.74834437086093,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_2_2,76,76,0,0,301,55,154,154,92,0,18.272425249169434,51.16279069767442,51.16279069767442,30.564784053156146,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_3_2,72,72,0,0,303,55,148,148,100,0,18.151815181518153,48.84488448844885,48.84488448844885,33.00330033003301,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_4_2,81,81,0,0,300,45,153,153,102,0,15.0,51.0,51.0,34.0,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_5_2,73,73,0,0,303,48,157,157,98,0,15.841584158415841,51.81518151815182,51.81518151815182,32.34323432343234,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_6_2,77,77,0,0,303,43,150,150,110,0,14.191419141914192,49.504950495049506,49.504950495049506,36.303630363036305,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_7_2,77,77,0,0,302,47,163,163,92,0,15.562913907284768,53.973509933774835,53.973509933774835,30.4635761589404,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_8_2,82,82,0,0,302,35,187,187,80,0,11.589403973509933,61.920529801324506,61.920529801324506,26.490066225165563,0.0
structured_history/claude,assault,anthropic:claude-opus-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-opus-4-6/xm_assault_anthropic-claude-opus-4-6_low_9_2,80,80,0,0,302,54,161,161,87,0,17.880794701986755,53.311258278145694,53.311258278145694,28.807947019867548,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_0_2,141,141,0,0,301,98,154,155,49,0,32.55813953488372,51.16279069767442,51.49501661129568,16.27906976744186,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_1,145,145,0,0,301,110,145,145,46,0,36.54485049833887,48.17275747508306,48.17275747508306,15.282392026578073,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_2,138,138,0,0,300,71,155,155,74,0,23.666666666666668,51.666666666666664,51.666666666666664,24.666666666666668,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_3,143,143,0,0,300,88,143,143,69,0,29.333333333333332,47.666666666666664,47.666666666666664,23.0,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_4,150,150,0,0,300,112,152,152,36,0,37.333333333333336,50.666666666666664,50.666666666666664,12.0,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_5,148,148,0,0,300,128,142,143,30,0,42.666666666666664,47.333333333333336,47.666666666666664,10.0,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_6,140,140,0,0,300,94,161,161,45,0,31.333333333333332,53.666666666666664,53.666666666666664,15.0,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_7,92,92,0,0,300,108,146,146,46,0,36.0,48.666666666666664,48.666666666666664,15.333333333333334,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_8,118,118,0,0,302,63,152,152,87,0,20.86092715231788,50.33112582781457,50.33112582781457,28.807947019867548,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,high,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_high_9,139,139,0,0,300,73,154,154,73,0,24.333333333333332,51.333333333333336,51.333333333333336,24.333333333333332,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_0_2,137,137,0,0,300,56,228,228,16,0,18.666666666666668,76.0,76.0,5.333333333333333,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_1,111,111,0,0,300,56,209,209,35,0,18.666666666666668,69.66666666666667,69.66666666666667,11.666666666666666,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_2,124,124,0,0,300,62,207,207,31,0,20.666666666666668,69.0,69.0,10.333333333333334,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_3,118,118,0,0,300,34,232,232,34,0,11.333333333333334,77.33333333333333,77.33333333333333,11.333333333333334,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_4,111,111,0,0,302,35,203,203,64,0,11.589403973509933,67.21854304635761,67.21854304635761,21.192052980132452,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_5,126,126,0,0,302,39,176,176,87,0,12.913907284768213,58.27814569536424,58.27814569536424,28.807947019867548,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_6,115,115,0,0,301,31,207,207,63,0,10.299003322259136,68.77076411960132,68.77076411960132,20.930232558139537,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_7,122,122,0,0,300,34,181,184,85,0,11.333333333333334,60.333333333333336,61.333333333333336,28.333333333333332,0.0
structured_history/claude,assault,anthropic:claude-sonnet-4-6,structured_history,False,none,low,none,3,/Users/mingjiahuo/Desktop/ataribench/structured_history/claude/assault/anthropic-claude-sonnet-4-6/xm_assault_anthropic-claude-sonnet-4-6_low_8,130,130,0,0,302,52,201,209,49,0,17.218543046357617,66.55629139072848,69.20529801324503,16.225165562913908,0.0
